Description,Varname,StartPosition,EndPosition,Value
調査IDT,var1,1,2,: ; 
調査年,var2,3,6,yyyy: 西暦; 
調査月,var3,7,8,07: 下期; 
スペース1,var4,9,10,: ; 
調査票区分,var5,11,11,J: 事業所票; 
スペース2,var6,12,13,: ; 
乗率,var7,14,23,乗率: 整数部3桁、小数部7桁; 
都道府県番号,var8,31,32,01~47: 都道府県; 
事業所番号,var9,33,36,0001~5999: A名簿0001~B名簿5001~; 
産業中分類,var10,37,38,05~95: 産業中分類; 
抽出番号,var11,39,41,001~999: 抽出番号; 
事業所規模,var12,42,42,1: 500人以上; 2: 100~499人; 3: 30~99人; 4: 5~29人; 
企業規模,var13,43,43,1: 1000人以上; 2: 300~999人; 3: 100~299人; 4: 30~99人; 5: 5~29人; 6: 官公営; 
イ入職者,var14,44,49,0~999999: 0~999999人; 
ロ転入者等,var15,50,55,0~999999: 0~999999人; 
(3)常用に切り替えられた者,var16,56,61,0~999999: 0~999999人; 0: ; 
イ離職者,var17,62,67,0~999999: 0~999999人; 
ロ転出者等,var18,68,73,0~999999: 0~999999人; 
(5)期末常用労働者,var19,74,79,0~999999: 0~999999人; 
イ入職者,var20,80,85,0~999999: 0~999999人; 
ロ転入者等,var21,86,91,0~999999: 0~999999人; 
(3)常用に切り替えられた者,var22,92,97,0~999999: 0~999999人; 
イ離職者,var23,98,103,0~999999: 0~999999人; 
ロ転出者等,var24,104,109,0~999999: 0~999999人; 
(5)期末常用労働者,var25,110,115,0~999999: 0~999999人; 
イ入職者,var26,116,121,0~999999: 0~999999人; 
ロ転入者等,var27,122,127,0~999999: 0~999999人; 
(3)常用に切り替えられた者,var28,128,133,0~999999: 0~999999人; 
イ離職者,var29,134,139,0~999999: 0~999999人; 
ロ転出者等,var30,140,145,0~999999: 0~999999人; 
(5)期末常用労働者,var31,146,151,0~999999: 0~999999人; 
イ入職者,var32,152,157,0~999999: 0~999999人; 
ロ転入者等,var33,158,163,0~999999: 0~999999人; 
(3)常用に切り替えられた者,var34,164,169,0~999999: 0~999999人; 
イ離職者,var35,170,175,0~999999: 0~999999人; 
ロ転出者等,var36,176,181,0~999999: 0~999999人; 
(5)期末常用労働者,var37,182,187,0~999999: 0~999999人; 
イ入職者,var38,188,193,0~999999: 0~999999人; 
ロ転入者等,var39,194,199,0~999999: 0~999999人; 
イ離職者,var40,200,205,0~999999: 0~999999人; 
ロ転出者等,var41,206,211,0~999999: 0~999999人; 
(5)期末常用労働者,var42,212,217,0~999999: 0~999999人; 
イ入職者,var43,218,223,0~999999: 0~999999人; 
ロ転入者等,var44,224,229,0~999999: 0~999999人; 
イ離職者,var45,230,235,0~999999: 0~999999人; 
ロ転出者等,var46,236,241,0~999999: 0~999999人; 
(5)期末常用労働者,var47,242,247,0~999999: 0~999999人; 
イ入職者,var48,248,253,0~999999: 0~999999人; 
ロ転入者等,var49,254,259,0~999999: 0~999999人; 
イ離職者,var50,260,265,0~999999: 0~999999人; 
